Частота (Гц), Фаза (градусы)
154.85, -25.63
154.90, 145.26
154.95, 81.65
155.00, -30.32
155.05, 172.29
155.10, -154.55
155.15, 75.17
155.20, -121.26
155.25, -112.24
155.30, -39.98
155.35, 49.97
155.40, -151.55
155.45, -132.35
155.50, -84.22
155.55, 104.34
155.60, -65.82
155.65, 59.88
155.70, -148.99
155.75, 34.05
155.80, -94.10
155.85, 103.86
155.90, -86.61
155.95, 132.60
156.00, 81.57
156.05, 82.81
156.10, -85.23
156.15, -6.94
156.20, -109.29
156.25, 164.42
156.30, 105.63
156.35, 162.45
156.40, 34.65
156.45, -156.89
156.50, -86.48
156.55, 31.39
156.60, 8.87
156.65, 124.85
156.70, 81.47
156.75, -149.64
156.80, -170.13
156.85, 111.70
156.90, 112.47
156.95, 1.07
157.00, 176.10
157.05, -73.78
157.10, 46.73
157.15, 50.34
157.20, -178.07
157.25, -52.30
157.30, -112.88
157.35, 179.75
157.40, 163.06
157.45, 129.68
157.50, 173.70
157.55, -154.17
157.60, 11.39
157.65, 24.79
157.70, 52.51
157.75, 29.39
157.80, 129.68
157.85, -91.14
157.90, -33.72
157.95, -79.05
158.00, -114.47
158.05, -9.56
158.10, 104.85
158.15, 85.70
158.20, 89.24
158.25, -44.86
158.30, 18.98
158.35, -155.16
158.40, 48.99
158.45, -97.74
158.50, 115.50
158.55, -113.72
158.60, -50.25
158.65, 43.82
158.70, -21.59
158.75, -91.09
158.80, -49.09
158.85, -44.11
158.90, 155.43
158.95, -73.36
159.00, -156.60
159.05, 34.90
159.10, -45.56
159.15, -55.92
159.20, -3.61
159.25, -76.21
159.30, 1.10
159.35, 48.81
159.40, -64.84
159.45, 78.48
159.50, 162.81
159.55, 111.26
159.60, 62.36
159.65, -129.16
159.70, -167.93
159.75, 142.29
159.80, 136.95
159.85, -83.71
159.90, 137.95
159.95, 16.10
160.00, -137.06
160.05, -57.46
160.10, 102.89
160.15, -62.71
160.20, -60.60
160.25, -132.57
160.30, 64.21
160.35, 7.13
160.40, -153.43
160.45, -43.87
160.50, -127.44
160.55, 91.33
160.60, 70.73
160.65, -162.81
160.70, -46.94
160.75, 175.29
160.80, -80.94
160.85, 56.81
160.90, 4.87
160.95, 125.31
161.00, 167.00
161.05, 64.88
161.10, 172.04
161.15, -22.11
161.20, -21.65
161.25, -7.12
161.30, -139.63
161.35, 167.51
161.40, -166.61
161.45, 143.32
161.50, 178.81
161.55, -157.67
161.60, 141.98
161.65, 61.94
161.70, -166.68
161.75, 147.39
161.80, -76.40
161.85, 166.27
161.90, 42.50
161.95, 1.84
162.00, -179.06
162.05, 122.34
162.10, -168.40
162.15, -113.55
162.20, 43.87
162.25, -127.05
162.30, 24.25
162.35, 9.20
162.40, -92.55
162.45, -124.07
162.50, 28.61
162.55, -124.10
162.60, 145.54
162.65, 178.94
162.70, -131.62
162.75, -175.22
162.80, -154.13
162.85, 7.83
162.90, 156.86
162.95, -15.06
163.00, -133.46
163.05, -114.09
163.10, 77.77
163.15, 107.11
163.20, -17.63
163.25, 77.04
163.30, 92.12
163.35, -177.89
163.40, 9.10
163.45, 143.60
163.50, -31.52
163.55, 35.12
163.60, 11.88
163.65, -154.23
163.70, 163.58
163.75, -171.20
163.80, 45.73
163.85, -134.98
163.90, 174.55
163.95, 70.51
164.00, -44.94
164.05, 69.19
164.10, -48.19
164.15, -20.47
164.20, 115.91
164.25, 168.66
164.30, 70.15
164.35, 86.91
164.40, 147.20
164.45, 26.41
164.50, 124.62
164.55, -125.05
164.60, 148.93
164.65, 177.26
164.70, 144.79
164.75, 73.00
164.80, -82.16
164.85, -166.64
164.90, -39.35
164.95, -21.14
165.00, 80.71
165.05, 80.88
165.10, -111.25
165.15, -54.47
165.20, 170.33
165.25, -171.62
165.30, -10.83
165.35, 138.46
165.40, 31.31
165.45, 23.02
165.50, 29.65
165.55, 74.82
165.60, -93.40
165.65, 114.62
165.70, -136.23
165.75, 76.37
165.80, 48.96
165.85, 164.35
165.90, -140.05
165.95, 77.32
166.00, -109.72
166.05, -27.79
166.10, 49.89
166.15, 126.33
166.20, -24.16
166.25, -3.69
166.30, -10.89
166.35, -123.72
166.40, -10.65
166.45, -69.04
166.50, -3.61
166.55, 130.32
166.60, 101.12
166.65, -123.85
166.70, -49.57
166.75, -137.42
166.80, -59.35
166.85, 148.02
166.90, 104.05
166.95, 27.37
167.00, -60.85
167.05, 138.07
167.10, 63.18
167.15, -155.99
167.20, -165.18
167.25, 142.00
167.30, -160.19
167.35, 25.82
167.40, -18.48
167.45, -52.73
167.50, -138.10
167.55, 156.58
167.60, 99.80
167.65, 54.66
167.70, 60.82
167.75, -149.18
167.80, 6.60
167.85, -147.47
167.90, 113.41
167.95, -98.60
168.00, -53.80
168.05, -3.07
168.10, 129.66
168.15, -81.70
168.20, -130.33
168.25, 16.50
168.30, 41.36
168.35, 154.64
168.40, -97.49
168.45, 77.98
168.50, 131.12
168.55, -74.13
168.60, -126.74
168.65, 148.84
168.70, -55.23
168.75, 65.77
168.80, -103.51
168.85, 125.33
168.90, 52.50
168.95, -89.39
169.00, 177.15
169.05, -65.68
169.10, 172.02
169.15, -133.30
169.20, 91.37
169.25, -123.78
169.30, 137.99
169.35, -28.71
169.40, -53.05
169.45, 29.21
169.50, 172.68
169.55, -92.11
169.60, -13.40
169.65, 179.08
169.70, 31.17
169.75, -177.08
169.80, -12.33
169.85, -97.06
169.90, 26.01
169.95, -54.97
170.00, 87.65
170.05, -156.72
170.10, 34.01
170.15, 47.22
170.20, -57.92
170.25, 131.93
170.30, 49.00
170.35, -101.85
170.40, -101.40
170.45, -59.52
170.50, -111.66
170.55, 66.27
170.60, 40.89
170.65, 24.00
170.70, -167.81
170.75, -162.77
170.80, -79.08
170.85, 179.90
170.90, 67.67
170.95, -92.58
171.00, 82.65
171.05, 81.93
171.10, -52.72
171.15, 157.32
171.20, -129.28
171.25, 45.44
171.30, -19.00
171.35, -109.11
171.40, -144.94
171.45, 63.05
171.50, -152.82
171.55, 170.63
171.60, -108.84
171.65, 125.62
171.70, -162.55
171.75, 163.95
171.80, -44.50
171.85, 20.27
171.90, 47.86
171.95, -86.00
172.00, 172.92
172.05, -1.05
172.10, 145.62
172.15, 176.13
172.20, 72.18
172.25, 65.71
172.30, -52.36
172.35, -151.05
172.40, 39.42
172.45, 92.88
172.50, 95.78
172.55, 164.58
172.60, 30.97
172.65, 2.54
172.70, 95.68
172.75, -61.21
172.80, -15.67
172.85, 168.89
172.90, 34.82
172.95, 175.40
173.00, 10.46
173.05, -169.08
173.10, 13.12
173.15, 47.36
173.20, 109.45
173.25, -149.24
173.30, 121.27
173.35, -67.50
173.40, 92.97
173.45, -114.82
173.50, -99.46
173.55, -90.36
173.60, 139.51
173.65, -103.99
173.70, -59.28
173.75, -140.24
173.80, -116.27
173.85, -71.69
173.90, -118.71
173.95, 39.23
174.00, -107.33
174.05, -38.43
174.10, 98.21
174.15, 80.30
174.20, -90.14
174.25, -47.61
174.30, -3.00
174.35, 4.29
174.40, -73.77
174.45, 80.28
174.50, 178.17
174.55, -131.52
174.60, 80.17
174.65, -171.83
174.70, -152.27
174.75, 136.73
174.80, 132.32
174.85, 145.67
174.90, -157.93
174.95, -70.69
175.00, 65.41
175.05, -30.01
175.10, 63.46
175.15, -63.41
175.20, -146.09
175.25, 41.05
175.30, 96.05
175.35, 112.83
175.40, -145.93
175.45, 168.95
175.50, -58.48
175.55, 75.39
175.60, 171.32
175.65, 30.07
175.70, -50.07
175.75, 112.41
175.80, -172.91
175.85, -107.15
175.90, -154.45
175.95, 79.61
176.00, -142.40
176.05, -53.09
176.10, 159.40
176.15, -86.68
176.20, 23.96
176.25, 136.63
176.30, -6.51
176.35, 139.42
176.40, 13.86
176.45, 149.61
176.50, -137.95
176.55, 139.60
176.60, -12.71
176.65, 112.82
176.70, 12.57
176.75, 8.03
176.80, -157.81
176.85, 159.62
176.90, 117.20
176.95, 160.66
177.00, 62.61
177.05, 137.26
177.10, -142.54
177.15, -116.59
177.20, -14.97
177.25, -27.74
177.30, 97.10
177.35, -2.79
177.40, 41.73
177.45, 62.64
177.50, -16.99
177.55, -81.31
177.60, 93.66
177.65, 10.16
177.70, -174.92
177.75, -176.02
177.80, -82.79
177.85, -133.97
177.90, 120.25
177.95, -85.29
178.00, 139.70
178.05, 106.12
178.10, 78.03
178.15, 121.25
178.20, 129.70
178.25, 30.66
178.30, 98.02
178.35, -43.23
178.40, -176.61
178.45, -94.28
178.50, -147.80
178.55, -134.77
178.60, 66.69
178.65, -45.01
178.70, 126.23
178.75, 109.20
178.80, -21.35
178.85, -47.27
178.90, 170.79
178.95, -86.46
179.00, -15.36
179.05, 107.86
179.10, -173.61
179.15, -63.99
179.20, 144.54
179.25, 105.86
179.30, 170.20
179.35, -98.95
179.40, -79.69
179.45, -94.27
179.50, 108.13
179.55, 109.93
179.60, 72.75
179.65, -168.55
179.70, -77.09
179.75, -159.55
179.80, 79.41
179.85, 134.29
179.90, -63.04
179.95, -167.30
180.00, 30.36
180.05, 37.63
180.10, -39.23
180.15, 3.11
180.20, -137.98
180.25, -97.70
180.30, -157.34
180.35, 86.38
180.40, -103.66
180.45, 15.11
180.50, -30.56
180.55, 150.53
180.60, 162.29
180.65, 122.83
180.70, -168.44
180.75, -31.10
180.80, 86.42
180.85, 141.13
180.90, -145.00
180.95, 57.88
181.00, -175.88
181.05, 8.63
181.10, 42.66
181.15, 126.13
181.20, -90.74
181.25, 147.87
181.30, -80.61
181.35, 106.77
181.40, 14.96
181.45, 92.85
181.50, -52.49
181.55, 46.19
181.60, 23.81
181.65, 178.19
181.70, -47.93
181.75, -107.89
181.80, -145.09
181.85, 170.83
181.90, 71.94
181.95, -9.90
182.00, -52.88
182.05, 102.54
182.10, -46.22
182.15, -134.01
182.20, -22.64
182.25, 128.26
182.30, 52.73
182.35, 149.10
182.40, 27.16
182.45, -72.79
182.50, -59.73
182.55, -125.20
182.60, 92.02
182.65, -99.85
182.70, -59.80
182.75, -137.36
182.80, 59.67
182.85, -118.48
182.90, 38.48
182.95, 149.73
183.00, -76.95
183.05, 71.76
183.10, 133.16
183.15, 67.30
183.20, 92.20
183.25, 26.32
183.30, -92.92
183.35, -172.51
183.40, 136.95
183.45, -155.76
183.50, 34.59
183.55, 31.47
183.60, 135.44
183.65, 11.40
183.70, -45.09
183.75, -19.17
183.80, -48.19
183.85, -127.81
183.90, -33.03
183.95, 0.31
184.00, -23.60
184.05, -96.11
184.10, -130.67
184.15, 167.08
184.20, 29.54
184.25, -137.67
184.30, 158.59
184.35, -80.59
184.40, 33.03
184.45, -92.18
184.50, -109.36
184.55, 113.55
184.60, 158.86
184.65, -74.74
184.70, 65.98
184.75, -178.28
184.80, -10.79
184.85, 56.71
184.90, -130.43
184.95, 47.09
185.00, 89.16
185.05, 36.21
185.10, 75.51
185.15, 15.37
185.20, -71.82
185.25, 93.71
185.30, -13.68
185.35, -59.93
185.40, -80.10
185.45, -179.66
185.50, 105.25
185.55, 121.67
185.60, -148.00
185.65, -83.63
185.70, -81.98
185.75, -116.01
185.80, 99.30
185.85, -26.20
185.90, 109.12
185.95, 52.31
186.00, -110.32
186.05, -155.33
186.10, -159.37
186.15, 50.98
186.20, -104.91
186.25, 117.96
186.30, -46.41
186.35, -60.13
186.40, 46.80
186.45, -92.38
186.50, 171.83
186.55, 112.74
186.60, -137.77
186.65, -24.43
186.70, -118.45
186.75, -166.91
186.80, -69.34
186.85, -147.40
186.90, 122.33
186.95, -142.36
187.00, -114.55
187.05, 168.75
187.10, 173.09
187.15, -136.55
187.20, 128.90
187.25, 171.75
187.30, -76.67
187.35, -101.32
187.40, -100.04
187.45, -135.53
187.50, -159.54
187.55, -39.73
187.60, -35.34
187.65, 58.36
187.70, -12.50
187.75, 126.84
187.80, 0.08
187.85, -7.58
187.90, -51.99
187.95, -138.99
188.00, -128.16
188.05, -8.90
188.10, -155.19
188.15, -7.92
188.20, 167.32
188.25, 54.41
188.30, -8.66
188.35, -68.74
188.40, -44.34
188.45, 6.62
188.50, -79.97
188.55, 158.10
188.60, -141.79
188.65, -131.22
188.70, 120.79
188.75, 15.14
188.80, 95.44
188.85, 70.44
188.90, 92.88
188.95, 6.67
189.00, 85.05
189.05, -121.28
189.10, -24.37
189.15, 0.02
189.20, 162.26
189.25, 14.20
189.30, -21.19
189.35, -73.97
189.40, 141.96
189.45, -92.35
189.50, 155.46
189.55, 10.72
189.60, 68.38
189.65, -175.02
189.70, -124.82
189.75, 26.65
189.80, 143.35
189.85, 11.86
189.90, -177.69
189.95, 109.19
190.00, 150.75
190.05, 162.01
190.10, 123.98
190.15, 0.67
190.20, 27.24
190.25, -62.38
190.30, 130.08
190.35, 94.59
190.40, 153.95
190.45, -136.41
190.50, 131.43
190.55, 24.04
190.60, -92.55
190.65, -163.10
190.70, -40.75
190.75, -61.84
190.80, 19.71
190.85, 67.22
190.90, -174.03
190.95, 5.61
191.00, -120.66
191.05, 175.72
191.10, -171.23
191.15, 22.48
191.20, -97.61
191.25, 37.25
191.30, 62.11
191.35, -103.08
191.40, -131.57
191.45, -32.16
191.50, -169.93
191.55, -72.96
191.60, -161.51
191.65, 5.01
191.70, -142.07
191.75, 12.75
191.80, 169.42
191.85, -32.34
191.90, 117.00
191.95, 118.56
192.00, 7.35
192.05, -101.19
192.10, 153.44
192.15, -178.40
192.20, -56.04
192.25, -67.76
192.30, 69.31
192.35, 84.20
192.40, -60.79
192.45, 147.27
192.50, -48.15
192.55, 28.15
192.60, -101.18
192.65, 77.62
192.70, 138.50
192.75, 94.49
192.80, -14.67
192.85, -130.31
192.90, 22.94
192.95, 37.45
193.00, 153.10
193.05, 101.44
193.10, -29.41
193.15, 162.27
193.20, -127.14
193.25, 4.73
193.30, -171.93
193.35, -42.16
193.40, 1.93
193.45, 156.04
193.50, -68.65
193.55, -13.86
193.60, 120.06
193.65, -107.01
193.70, -65.11
193.75, 20.68
193.80, -42.09
193.85, -64.97
193.90, -29.22
193.95, 28.72
194.00, 105.40
194.05, 61.16
194.10, 71.05
194.15, 49.64
194.20, 121.40
194.25, -43.49
194.30, -174.00
194.35, 10.60
194.40, -72.84
194.45, 20.18
194.50, 122.26
194.55, -163.79
194.60, -34.98
194.65, 175.53
194.70, -171.05
194.75, -131.69
194.80, -74.30
194.85, -108.20
194.90, -7.54
194.95, 35.22
195.00, -45.09
195.05, -49.63
195.10, 91.91
195.15, -21.74
195.20, 79.17
195.25, -175.90
195.30, -47.54
195.35, -152.73
195.40, 140.39
195.45, 125.27
195.50, -66.95
195.55, 88.40
195.60, 149.33
195.65, 171.21
195.70, -158.68
195.75, -122.97
195.80, -101.80
195.85, 94.77
195.90, -5.29
195.95, 76.63
196.00, -126.58
196.05, -49.55
196.10, 33.13
196.15, 38.07
196.20, -95.86
196.25, -18.02
196.30, 2.33
196.35, -35.47
196.40, -99.28
196.45, -45.30
196.50, 12.57
196.55, 62.58
196.60, -152.23
196.65, 111.36
196.70, 87.94
196.75, -80.03
196.80, -130.50
196.85, 177.70
196.90, 5.77
196.95, -64.31
197.00, 64.30
197.05, 4.28
197.10, 179.40
197.15, -86.64
197.20, 25.78
197.25, -123.42
197.30, 8.14
197.35, 17.65
197.40, 87.83
197.45, 146.02
197.50, -69.92
197.55, -8.95
197.60, -21.34
197.65, 47.24
197.70, -3.81
197.75, -162.93
197.80, -176.56
197.85, 26.43
197.90, -126.08
197.95, 104.12
198.00, 16.59
198.05, -57.08
198.10, -149.59
198.15, 146.92
198.20, 40.46
198.25, 70.13
198.30, 129.48
198.35, -111.05
198.40, 55.36
198.45, 117.36
198.50, -167.80
198.55, 166.67
198.60, -154.80
198.65, -148.88
198.70, 65.65
198.75, 5.88
198.80, -96.41
198.85, 73.85
198.90, 32.53
198.95, -11.25
199.00, -115.97
199.05, -34.74
199.10, 121.57
199.15, 85.86
199.20, 115.00
199.25, 176.14
199.30, 2.18
199.35, 43.90
199.40, 21.62
199.45, -13.59
199.50, 149.36
199.55, -69.61
199.60, 84.89
199.65, -62.76
199.70, -45.02
199.75, 71.30
199.80, -156.73
199.85, 141.59
199.90, 6.92
199.95, 64.67
200.00, 52.61
200.05, -91.70
200.10, -3.65
200.15, -65.62
200.20, -115.27
200.25, 109.06
200.30, -119.86
200.35, -169.27
200.40, -146.34
200.45, 38.71
200.50, -32.30
200.55, -171.16
200.60, 144.01
200.65, -99.68
200.70, -152.76
200.75, 157.45
200.80, -168.58
200.85, 173.77
200.90, 163.69
200.95, 22.85
201.00, 39.19
201.05, 29.23
201.10, -174.70
201.15, -0.22
201.20, -41.72
201.25, 14.39
201.30, -151.28
201.35, -50.94
201.40, -57.11
201.45, -45.73
201.50, 85.96
201.55, 53.06
201.60, 46.16
201.65, -40.38
201.70, -155.14
201.75, 9.09
201.80, 72.23
201.85, -135.47
201.90, 144.26
201.95, -95.37
202.00, -55.39
202.05, -54.74
202.10, -40.77
202.15, -50.47
202.20, 80.70
202.25, 105.73
202.30, -123.30
202.35, 69.16
202.40, -5.77
202.45, -21.69
202.50, 149.60
202.55, -126.49
202.60, -81.75
202.65, 76.94
202.70, -121.29
202.75, -163.99
202.80, 92.86
202.85, 33.60
202.90, 128.85
202.95, -128.90
203.00, 16.48
203.05, -130.87
203.10, -170.16
203.15, -149.65
203.20, -116.48
203.25, 38.19
203.30, -51.15
203.35, -60.29
203.40, -113.29
203.45, 67.70
203.50, 72.73
203.55, -102.04
203.60, -41.71
203.65, -157.92
203.70, -20.12
203.75, 1.40
203.80, 82.29
203.85, -106.04
203.90, -9.13
203.95, 94.71
204.00, 127.78
204.05, 94.43
204.10, -101.28
204.15, -17.33
204.20, 91.41
204.25, -54.43
204.30, -21.77
204.35, -21.23
204.40, 175.19
204.45, 70.00
204.50, -107.57
204.55, -63.40
204.60, -78.41
204.65, -60.42
204.70, -138.38
204.75, 19.53
204.80, -4.60
204.85, 44.92
204.90, 89.45
204.95, 137.40
205.00, 106.22
205.05, 93.15
205.10, 104.34
205.15, -120.91
205.20, 87.13
205.25, -169.14
205.30, -57.96
205.35, 12.16
205.40, -105.56
205.45, -163.20
205.50, 7.90
205.55, 21.27
205.60, -111.34
205.65, -88.45
205.70, 42.66
205.75, 3.37
205.80, 137.39
205.85, -131.08
205.90, 174.12
205.95, -24.35
206.00, 172.71
206.05, -26.05
206.10, 166.64
206.15, 92.09
206.20, -51.34
206.25, -58.98
206.30, -31.91
206.35, -109.37
206.40, 77.45
206.45, -129.30
206.50, 26.13
206.55, 177.53
206.60, 84.16
206.65, 3.29
206.70, 59.16
206.75, -129.59
206.80, 85.20
206.85, 9.91
206.90, -78.03
206.95, -122.21
207.00, -25.69
207.05, -34.89
207.10, 139.76
207.15, 114.92
207.20, 3.45
207.25, 69.67
207.30, 158.43
207.35, -4.48
207.40, 168.15
207.45, 55.98
207.50, 49.01
207.55, -165.09
207.60, 145.51
207.65, -131.43
207.70, -71.84
207.75, -113.75
207.80, 125.69
207.85, -23.20
207.90, -73.86
207.95, -102.17
208.00, -65.89
208.05, 58.48
208.10, -37.57
208.15, -91.87
208.20, -150.00
208.25, -149.47
208.30, -89.04
208.35, 104.25
208.40, 46.42
208.45, 139.51
208.50, -145.61
208.55, 108.91
208.60, 84.46
208.65, 158.64
208.70, 12.19
208.75, 108.09
208.80, 109.87
208.85, 88.41
208.90, -99.07
208.95, -41.78
209.00, -13.22
209.05, 73.47
209.10, 34.34
209.15, 175.03
209.20, 53.29
209.25, -144.41
209.30, -38.86
209.35, 159.02
209.40, 176.15
209.45, -162.98
209.50, -80.79
209.55, -165.35
209.60, 125.59
209.65, -173.47
209.70, -75.09
209.75, 19.12
209.80, 129.72
209.85, -130.61
209.90, 73.87
209.95, 174.15
210.00, 90.37
210.05, 162.76
210.10, 121.65
210.15, -32.70
210.20, -127.83
210.25, -124.70
210.30, 67.46
210.35, -11.31
210.40, 8.01
210.45, -144.66
210.50, 58.66
210.55, -27.17
210.60, 56.77
210.65, -123.77
210.70, 91.97
210.75, 94.83
210.80, -115.24
210.85, -91.62
210.90, -18.65
210.95, -21.02
211.00, 54.91
211.05, 81.18
211.10, -111.51
211.15, -124.76
211.20, -47.91
211.25, 10.24
211.30, 127.87
211.35, 121.46
211.40, -106.97
211.45, -1.94
211.50, -107.86
211.55, 175.18
211.60, 76.06
211.65, -179.21
211.70, 150.77
211.75, -50.19
211.80, -157.27
211.85, 14.27
211.90, 92.70
211.95, -48.50
212.00, -146.90
212.05, -179.79
212.10, 153.82
212.15, -134.16
212.20, -46.46
212.25, -43.07
212.30, 115.42
212.35, 13.50
212.40, -146.22
212.45, -173.90
212.50, -170.17
212.55, 62.45
212.60, 68.36
212.65, 30.74
212.70, 39.86
212.75, 62.05
212.80, -171.39
212.85, 82.60
212.90, -29.05
212.95, 173.75
213.00, 177.99
213.05, 35.12
213.10, -142.53
213.15, -20.21
213.20, -97.49
213.25, 46.66
213.30, -114.77
213.35, -94.71
213.40, 121.13
213.45, -80.59
213.50, -116.59
213.55, 137.63
213.60, -176.18
213.65, -132.47
213.70, -22.63
213.75, 141.30
213.80, -59.07
213.85, 101.73
213.90, -179.50
213.95, -165.19
214.00, -82.20
214.05, -147.74
214.10, -18.11
214.15, 126.02
214.20, 21.65
214.25, 109.79
214.30, 89.99
214.35, 140.77
214.40, -55.63
214.45, 106.71
214.50, -13.15
214.55, 72.83
214.60, 115.37
214.65, -97.34
214.70, 85.33
214.75, 45.32
214.80, -24.93
214.85, 100.58
214.90, -46.74
214.95, 99.03
215.00, -80.79
215.05, 29.59
215.10, -101.22
215.15, -148.65
215.20, -99.50
215.25, -132.08
215.30, 154.83
215.35, 124.98
215.40, -3.77
215.45, 79.82
215.50, 80.18
215.55, 152.70
215.60, -75.87
215.65, -107.32
215.70, -8.33
215.75, -28.51
215.80, 173.73
215.85, -72.49
215.90, -46.00
215.95, -129.88
216.00, 15.48
216.05, -52.41
216.10, 13.74
216.15, -147.14
216.20, 27.19
216.25, 120.68
216.30, 36.10
216.35, -134.29
216.40, -64.92
216.45, 6.90
216.50, -1.68
216.55, -171.00
216.60, 91.99
216.65, -93.93
216.70, 52.51
216.75, -27.31
216.80, 16.64
216.85, 150.33
216.90, -176.39
216.95, -41.26
217.00, -162.56
217.05, -172.60
217.10, -94.64
217.15, 58.05
217.20, -137.81
217.25, 174.50
217.30, 138.85
217.35, -135.38
217.40, -149.79
217.45, 63.13
217.50, 91.93
217.55, -18.83
217.60, 170.85
217.65, 128.91
217.70, 123.63
217.75, 4.89
217.80, -155.31
217.85, -68.74
217.90, -9.18
217.95, -107.90
218.00, -4.59
218.05, 130.41
218.10, -138.12
218.15, -133.29
218.20, -1.15
218.25, 92.68
218.30, -65.22
218.35, -55.09
218.40, 146.31
218.45, -66.42
218.50, 133.83
218.55, 45.89
218.60, -110.56
218.65, 37.02
218.70, -119.03
218.75, -70.48
218.80, 111.72
218.85, 71.77
218.90, -166.31
218.95, 47.99
219.00, 42.58
219.05, -123.08
219.10, -179.99
219.15, 24.84
219.20, 84.78
219.25, -36.30
219.30, -13.41
219.35, -115.71
219.40, -21.03
219.45, -6.92
219.50, 50.98
219.55, -108.11
219.60, 173.08
219.65, -42.52
219.70, -123.57
219.75, 32.77
219.80, 69.29
219.85, 38.91
219.90, -27.38
219.95, -30.26
220.00, -41.04
220.05, -150.25
220.10, 118.47
220.15, -147.97
220.20, 135.18
220.25, -129.16
220.30, -83.37
220.35, 40.21
220.40, -95.77
220.45, 69.32
220.50, -168.02
220.55, -69.44
220.60, 7.62
220.65, -59.80
220.70, 38.02
220.75, -113.46
220.80, -41.26
220.85, -87.28
220.90, -65.26
220.95, -110.78
221.00, 77.62
221.05, 22.93
221.10, 38.96
221.15, 127.20
221.20, 11.34
221.25, -157.88
221.30, 143.15
221.35, -137.33
221.40, 2.41
221.45, -154.12
221.50, 26.23
221.55, 50.15
221.60, 95.12
221.65, -64.60
221.70, -10.56
221.75, -174.25
221.80, -97.59
221.85, 13.53
221.90, -148.43
221.95, -114.61
222.00, -121.12
222.05, -90.83
222.10, 131.09
222.15, -125.25
222.20, 24.42
222.25, 137.82
222.30, -99.40
222.35, -51.99
222.40, -146.45
222.45, -163.22
222.50, 63.65
222.55, 42.46
222.60, -45.23
222.65, -164.33
222.70, -25.22
222.75, -91.31
222.80, 101.94
222.85, -108.76
222.90, 66.61
222.95, -12.15
223.00, 82.35
223.05, 107.76
223.10, -91.23
223.15, -14.32
223.20, -145.78
223.25, -77.84
223.30, -81.36
223.35, 144.34
223.40, -74.12
223.45, -48.51
223.50, -49.98
223.55, 164.31
223.60, -104.71
223.65, 176.69
223.70, 83.43
223.75, 48.09
223.80, -160.51
223.85, 176.91
223.90, 78.74
223.95, 20.27
224.00, 105.14
224.05, -45.81
224.10, 80.72
224.15, 59.42
224.20, -125.49
224.25, 53.70
224.30, -120.12
224.35, -117.53
224.40, 122.40
224.45, 170.95
224.50, 137.83
224.55, -112.75
224.60, -174.21
224.65, 135.75
224.70, -53.64
224.75, 27.66
224.80, 58.19
224.85, -72.54
224.90, 11.47
224.95, 104.87
225.00, -173.90
225.05, 134.41
225.10, 142.96
225.15, 149.00
225.20, -158.76
225.25, -158.11
225.30, -43.41
225.35, 66.25
225.40, 18.02
225.45, 50.05
225.50, -31.21
225.55, 95.38
225.60, 32.72
225.65, -152.64
225.70, 12.51
225.75, 50.63
225.80, -59.57
225.85, -127.93
225.90, 33.26
225.95, 24.96
226.00, -155.81
226.05, -123.91
226.10, -112.42
226.15, 79.92
226.20, -74.35
226.25, 102.73
226.30, 115.81
226.35, 134.34
226.40, -155.14
226.45, 90.69
226.50, -172.57
226.55, 141.19
226.60, 47.35
226.65, 26.32
226.70, -144.57
226.75, 63.44
226.80, 99.24
226.85, 96.97
226.90, -86.22
226.95, -75.72
227.00, -109.38
227.05, 115.37
227.10, 89.35
227.15, -51.17
227.20, 55.97
227.25, -142.49
227.30, -97.29
227.35, 104.29
227.40, 88.57
227.45, 166.15
227.50, 167.21
227.55, 8.30
227.60, -172.00
227.65, -173.11
227.70, -69.16
227.75, -71.48
227.80, -125.28
227.85, 115.80
227.90, -77.57
227.95, 50.67
228.00, -125.55
228.05, -29.15
228.10, 117.60
228.15, -44.81
228.20, -79.77
228.25, -51.22
228.30, 42.69
228.35, -119.62
228.40, 19.71
228.45, 44.57
228.50, 106.66
228.55, 13.73
228.60, -42.37
228.65, -35.40
228.70, 118.37
228.75, -42.10
228.80, -80.44
228.85, 156.30
228.90, 139.85
228.95, -106.00
229.00, 0.22
229.05, -80.48
229.10, -68.16
229.15, 7.28
229.20, -167.32
229.25, -118.00
229.30, -26.70
229.35, 87.38
229.40, 91.82
229.45, 95.52
229.50, 124.51
229.55, -114.02
229.60, -123.49
229.65, 93.67
229.70, -4.06
229.75, 97.11
229.80, 163.10
229.85, 14.12
229.90, -42.94
229.95, 76.13
230.00, -91.50
230.05, -121.64
230.10, 78.69
230.15, -23.54
230.20, 48.61
230.25, -161.85
230.30, -82.11
230.35, -172.85
230.40, -160.62
230.45, 51.68
230.50, 44.01
230.55, -86.98
230.60, 53.54
230.65, 70.12
230.70, -30.67
230.75, -19.64
230.80, -8.19
230.85, 86.25
230.90, -28.81
230.95, 177.12
231.00, -114.83
231.05, 124.76
231.10, -175.81
231.15, 27.85
231.20, -11.16
231.25, 22.08
231.30, -106.72
231.35, 95.53
231.40, 160.86
231.45, -165.28
231.50, -68.59
231.55, -48.08
231.60, 47.13
231.65, -86.87
231.70, -158.10
231.75, -120.79
231.80, -33.17
231.85, -60.77
231.90, 50.69
231.95, -21.69
232.00, 147.24
232.05, 86.55
232.10, -147.49
232.15, 163.05
232.20, -103.32
232.25, 63.90
232.30, 9.46
232.35, 13.80
232.40, -129.14
232.45, 45.12
